,Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission,GDP_category,CO2_category,Average_CO2_emission
237,Cyprus,petroleum_n_other_liquids,2015,0.1,0.0,26.98,848.0,123.98,3.9,7.03,Medium,Low,1.5495999999999999
238,Cyprus,nuclear,2015,,,26.98,848.0,123.98,3.9,0.0,Medium,Low,1.5495999999999999
239,Cyprus,renewables_n_other,2015,0.0,0.0,26.98,848.0,123.98,3.9,0.0,Medium,Low,1.5495999999999999
240,Czech Republic,coal,2015,0.69,0.71,357.58,10548.0,161.61,4.77,64.41,High,Low,20.8136
241,Czech Republic,natural_gas,2015,0.29,0.01,357.58,10548.0,161.61,4.77,14.46,High,Low,20.8136
242,Czech Republic,petroleum_n_other_liquids,2015,0.4,0.01,357.58,10548.0,161.61,4.77,22.24,High,Low,20.8136
243,Czech Republic,nuclear,2015,0.29,0.29,357.58,10548.0,161.61,4.77,0.0,High,Low,20.8136
244,Czech Republic,renewables_n_other,2015,0.04,0.1,357.58,10548.0,161.61,4.77,0.0,High,Low,20.8136
245,Côte d’Ivoire,coal,2015,0.0,0.0,108.07,23226.0,7.42,1.6,0.0,Medium-high,Low,2.1336
246,Côte d’Ivoire,natural_gas,2015,0.07,0.07,108.07,23226.0,7.42,1.6,3.87,Medium-high,Low,2.1336
247,Côte d’Ivoire,petroleum_n_other_liquids,2015,0.09,0.06,108.07,23226.0,7.42,1.6,5.97,Medium-high,Low,2.1336
248,Côte d’Ivoire,nuclear,2015,,,108.07,23226.0,7.42,1.6,0.0,Medium-high,Low,2.1336
249,Côte d’Ivoire,renewables_n_other,2015,0.01,0.01,108.07,23226.0,7.42,1.6,0.0,Medium-high,Low,2.1336
250,Denmark,coal,2015,0.07,0.0,278.78,5689.0,127.3,2.6,9.61,High,Low,7.4472000000000005
251,Denmark,natural_gas,2015,0.13,0.18,278.78,5689.0,127.3,2.6,6.57,High,Low,7.4472000000000005
252,Denmark,petroleum_n_other_liquids,2015,0.32,0.32,278.78,5689.0,127.3,2.6,22.96,High,Low,7.4472000000000005
253,Denmark,nuclear,2015,,,278.78,5689.0,127.3,2.6,0.0,High,Low,7.4472000000000005
254,Denmark,renewables_n_other,2015,0.2,0.18,278.78,5689.0,127.3,2.6,0.0,High,Low,7.4472000000000005
255,Djibouti,coal,2015,0.0,0.0,4.45,914.0,12.45,2.56,0.0,Low,Low,0.152
256,Djibouti,natural_gas,2015,0.0,0.0,4.45,914.0,12.45,2.56,0.0,Low,Low,0.152
257,Djibouti,petroleum_n_other_liquids,2015,0.01,0.0,4.45,914.0,12.45,2.56,0.93,Low,Low,0.152
258,Djibouti,nuclear,2015,,,4.45,914.0,12.45,2.56,0.0,Low,Low,0.152
259,Djibouti,renewables_n_other,2015,0.0,0.0,4.45,914.0,12.45,2.56,0.0,Low,Low,0.152
260,Dominica,coal,2015,0.0,0.0,0.79,71.0,38.98,3.5,0.0,Low,Low,0.0368
261,Dominica,natural_gas,2015,0.0,0.0,0.79,71.0,38.98,3.5,0.0,Low,Low,0.0368
262,Dominica,petroleum_n_other_liquids,2015,0.0,0.0,0.79,71.0,38.98,3.5,0.17,Low,Low,0.0368
263,Dominica,nuclear,2015,,,0.79,71.0,38.98,3.5,0.0,Low,Low,0.0368
264,Dominica,renewables_n_other,2015,0.0,0.0,0.79,71.0,38.98,3.5,0.0,Low,Low,0.0368
265,Dominican Republic,coal,2015,0.03,0.0,151.56,10282.0,32.3,2.19,2.24,Medium-high,Low,4.5248
266,Dominican Republic,natural_gas,2015,0.04,0.0,151.56,10282.0,32.3,2.19,2.1,Medium-high,Low,4.5248
267,Dominican Republic,petroleum_n_other_liquids,2015,0.25,0.0,151.56,10282.0,32.3,2.19,15.43,Medium-high,Low,4.5248
268,Dominican Republic,nuclear,2015,,,151.56,10282.0,32.3,2.19,0.0,Medium-high,Low,4.5248
269,Dominican Republic,renewables_n_other,2015,0.01,0.01,151.56,10282.0,32.3,2.19,0.0,Medium-high,Low,4.5248
270,Ecuador,coal,2015,0.0,0.0,179.31,16212.0,42.61,3.85,0.06,Medium-high,Low,7.593599999999999
271,Ecuador,natural_gas,2015,0.02,0.02,179.31,16212.0,42.61,3.85,1.14,Medium-high,Low,7.593599999999999
272,Ecuador,petroleum_n_other_liquids,2015,0.54,1.2,179.31,16212.0,42.61,3.85,40.91,Medium-high,Low,7.593599999999999
273,Ecuador,nuclear,2015,,,179.31,16212.0,42.61,3.85,0.0,Medium-high,Low,7.593599999999999
274,Ecuador,renewables_n_other,2015,0.13,0.13,179.31,16212.0,42.61,3.85,0.0,Medium-high,Low,7.593599999999999
275,Egypt,coal,2015,0.05,0.0,1064.24,92442.0,40.35,3.5,2.0,High,Low,45.922799999999995
276,Egypt,natural_gas,2015,1.77,1.64,1064.24,92442.0,40.35,3.5,94.32,High,Low,45.922799999999995
277,Egypt,petroleum_n_other_liquids,2015,1.76,1.61,1064.24,92442.0,40.35,3.5,128.28,High,Medium,45.922799999999995
278,Egypt,nuclear,2015,,,1064.24,92442.0,40.35,3.5,0.0,High,Low,45.922799999999995
279,Egypt,renewables_n_other,2015,0.15,0.15,1064.24,92442.0,40.35,3.5,0.0,High,Low,45.922799999999995
280,El Salvador,coal,2015,0.0,0.0,48.06,6325.0,20.85,2.74,0.0,Medium-high,Low,1.3444
281,El Salvador,natural_gas,2015,0.0,0.0,48.06,6325.0,20.85,2.74,0.0,Medium-high,Low,1.3444
282,El Salvador,petroleum_n_other_liquids,2015,0.1,0.0,48.06,6325.0,20.85,2.74,6.44,Medium-high,Low,1.3444
283,El Salvador,nuclear,2015,,,48.06,6325.0,20.85,2.74,0.0,Medium-high,Low,1.3444
284,El Salvador,renewables_n_other,2015,0.04,0.03,48.06,6325.0,20.85,2.74,0.0,Medium-high,Low,1.3444
285,Equatorial Guinea,coal,2015,0.0,0.0,28.1,1169.0,82.35,3.43,0.0,Medium,Low,0.8715999999999999
286,Equatorial Guinea,natural_gas,2015,0.04,0.23,28.1,1169.0,82.35,3.43,2.69,Medium,Low,0.8715999999999999
287,Equatorial Guinea,petroleum_n_other_liquids,2015,0.05,0.53,28.1,1169.0,82.35,3.43,0.75,Medium,Low,0.8715999999999999
288,Equatorial Guinea,nuclear,2015,,,28.1,1169.0,82.35,3.43,0.0,Medium,Low,0.8715999999999999
289,Equatorial Guinea,renewables_n_other,2015,0.01,0.01,28.1,1169.0,82.35,3.43,0.0,Medium,Low,0.8715999999999999
290,Eritrea,coal,2015,0.0,0.0,5.31,3343.0,2.4,1.51,0.0,Low,Low,0.1284
291,Eritrea,natural_gas,2015,0.0,0.0,5.31,3343.0,2.4,1.51,0.0,Low,Low,0.1284
292,Eritrea,petroleum_n_other_liquids,2015,0.01,0.0,5.31,3343.0,2.4,1.51,0.6,Low,Low,0.1284
293,Eritrea,nuclear,2015,,,5.31,3343.0,2.4,1.51,0.0,Low,Low,0.1284
294,Eritrea,renewables_n_other,2015,0.0,0.0,5.31,3343.0,2.4,1.51,0.0,Low,Low,0.1284
295,Estonia,coal,2015,0.0,0.0,38.39,1316.0,68.81,2.36,0.16,Medium,Low,1.0796
296,Estonia,natural_gas,2015,0.02,0.0,38.39,1316.0,68.81,2.36,1.02,Medium,Low,1.0796
297,Estonia,petroleum_n_other_liquids,2015,0.06,0.0,38.39,1316.0,68.81,2.36,4.27,Medium,Low,1.0796
298,Estonia,nuclear,2015,,,38.39,1316.0,68.81,2.36,0.0,Medium,Low,1.0796
299,Estonia,renewables_n_other,2015,0.01,0.02,38.39,1316.0,68.81,2.36,0.0,Medium,Low,1.0796
300,Eswatini,coal,2015,0.0,0.0,9.73,1104.0,18.27,2.07,0.16,Low,Low,0.2112
301,Eswatini,natural_gas,2015,0.0,0.0,9.73,1104.0,18.27,2.07,0.0,Low,Low,0.2112
302,Eswatini,petroleum_n_other_liquids,2015,0.01,0.0,9.73,1104.0,18.27,2.07,0.75,Low,Low,0.2112
303,Eswatini,nuclear,2015,,,9.73,1104.0,18.27,2.07,0.0,Low,Low,0.2112
304,Eswatini,renewables_n_other,2015,0.01,0.0,9.73,1104.0,18.27,2.07,0.0,Low,Low,0.2112
305,Ethiopia,coal,2015,0.01,0.0,167.12,100836.0,2.48,1.5,0.86,Medium-high,Low,2.5048000000000004
306,Ethiopia,natural_gas,2015,0.0,0.0,167.12,100836.0,2.48,1.5,0.0,Medium-high,Low,2.5048000000000004
307,Ethiopia,petroleum_n_other_liquids,2015,0.15,0.0,167.12,100836.0,2.48,1.5,9.91,Medium-high,Low,2.5048000000000004
308,Ethiopia,nuclear,2015,,,167.12,100836.0,2.48,1.5,0.0,Medium-high,Low,2.5048000000000004
309,Ethiopia,renewables_n_other,2015,0.09,0.1,167.12,100836.0,2.48,1.5,0.0,Medium-high,Low,2.5048000000000004
310,Faroe Islands,coal,2015,0.0,0.0,,,0.0,0.0,0.0,,Low,0.156
311,Faroe Islands,natural_gas,2015,0.0,0.0,,,0.0,0.0,0.0,,Low,0.156
312,Faroe Islands,petroleum_n_other_liquids,2015,0.01,0.0,,,0.0,0.0,0.7,,Low,0.156
313,Faroe Islands,nuclear,2015,,,,,0.0,0.0,0.0,,Low,0.156
314,Faroe Islands,renewables_n_other,2015,0.0,0.0,,,0.0,0.0,0.0,,Low,0.156
315,Fiji,coal,2015,0.0,0.0,10.78,869.0,29.62,2.39,0.0,Medium,Low,0.3064
316,Fiji,natural_gas,2015,0.0,0.0,10.78,869.0,29.62,2.39,0.0,Medium,Low,0.3064
317,Fiji,petroleum_n_other_liquids,2015,0.02,0.0,10.78,869.0,29.62,2.39,1.43,Medium,Low,0.3064
318,Fiji,nuclear,2015,,,10.78,869.0,29.62,2.39,0.0,Medium,Low,0.3064
319,Fiji,renewables_n_other,2015,0.0,0.0,10.78,869.0,29.62,2.39,0.0,Medium,Low,0.3064
320,Finland,coal,2015,0.1,0.0,232.93,5481.0,217.78,5.13,12.59,Medium-high,Low,8.928
321,Finland,natural_gas,2015,0.1,0.0,232.93,5481.0,217.78,5.13,5.92,Medium-high,Low,8.928
322,Finland,petroleum_n_other_liquids,2015,0.41,0.0,232.93,5481.0,217.78,5.13,27.23,Medium-high,Low,8.928
323,Finland,nuclear,2015,0.23,0.23,232.93,5481.0,217.78,5.13,0.0,Medium-high,Low,8.928
324,Finland,renewables_n_other,2015,0.35,0.31,232.93,5481.0,217.78,5.13,0.0,Medium-high,Low,8.928
325,France,coal,2015,0.33,0.0,2719.15,66571.0,156.75,3.84,34.9,High,Low,69.49600000000001
326,France,natural_gas,2015,1.49,0.0,2719.15,66571.0,156.75,3.84,74.93,High,Low,69.49600000000001
327,France,petroleum_n_other_liquids,2015,3.6,0.04,2719.15,66571.0,156.75,3.84,233.03,High,Medium,69.49600000000001
328,France,nuclear,2015,4.35,4.35,2719.15,66571.0,156.75,3.84,0.0,High,Low,69.49600000000001
329,France,renewables_n_other,2015,0.67,0.99,2719.15,66571.0,156.75,3.84,0.0,High,Low,69.49600000000001
330,French Guiana,coal,2015,0.0,0.0,,,0.0,0.0,0.0,,Low,0.17
331,French Guiana,natural_gas,2015,0.0,0.0,,,0.0,0.0,0.0,,Low,0.17
332,French Guiana,petroleum_n_other_liquids,2015,0.01,0.0,,,0.0,0.0,0.79,,Low,0.17
333,French Guiana,nuclear,2015,,,,,0.0,0.0,0.0,,Low,0.17
334,French Guiana,renewables_n_other,2015,0.01,0.01,,,0.0,0.0,0.0,,Low,0.17
335,French Polynesia,coal,2015,0.0,0.0,,,0.0,0.0,0.0,,Low,0.2032
336,French Polynesia,natural_gas,2015,0.0,0.0,,,0.0,0.0,0.0,,Low,0.2032
337,French Polynesia,petroleum_n_other_liquids,2015,0.01,0.0,,,0.0,0.0,0.99,,Low,0.2032
338,French Polynesia,nuclear,2015,,,,,0.0,0.0,0.0,,Low,0.2032
339,French Polynesia,renewables_n_other,2015,0.0,0.0,,,0.0,0.0,0.0,,Low,0.2032
340,Gabon,coal,2015,0.0,0.0,28.63,1948.0,35.92,2.44,0.0,Medium,Low,0.7736
341,Gabon,natural_gas,2015,0.01,0.01,28.63,1948.0,35.92,2.44,0.82,Medium,Low,0.7736
342,Gabon,petroleum_n_other_liquids,2015,0.05,0.46,28.63,1948.0,35.92,2.44,3.26,Medium,Low,0.7736
343,Gabon,nuclear,2015,,,28.63,1948.0,35.92,2.44,0.0,Medium,Low,0.7736
344,Gabon,renewables_n_other,2015,0.01,0.01,28.63,1948.0,35.92,2.44,0.0,Medium,Low,0.7736
345,"Gambia, The",coal,2015,0.0,0.0,4.31,2086.0,3.79,1.83,0.0,Low,Low,0.11719999999999998
346,"Gambia, The",natural_gas,2015,0.0,0.0,4.31,2086.0,3.79,1.83,0.0,Low,Low,0.11719999999999998
347,"Gambia, The",petroleum_n_other_liquids,2015,0.01,0.0,4.31,2086.0,3.79,1.83,0.57,Low,Low,0.11719999999999998
348,"Gambia, The",nuclear,2015,,,4.31,2086.0,3.79,1.83,0.0,Low,Low,0.11719999999999998
349,"Gambia, The",renewables_n_other,2015,0.0,0.0,4.31,2086.0,3.79,1.83,0.0,Low,Low,0.11719999999999998
350,Georgia,coal,2015,0.01,0.01,45.04,4024.0,57.84,5.17,1.23,Medium,Low,1.9296
351,Georgia,natural_gas,2015,0.09,0.0,45.04,4024.0,57.84,5.17,4.26,Medium,Low,1.9296
352,Georgia,petroleum_n_other_liquids,2015,0.05,0.0,45.04,4024.0,57.84,5.17,3.31,Medium,Low,1.9296
353,Georgia,nuclear,2015,,,45.04,4024.0,57.84,5.17,0.0,Medium,Low,1.9296
354,Georgia,renewables_n_other,2015,0.08,0.08,45.04,4024.0,57.84,5.17,0.0,Medium,Low,1.9296
355,Germany,coal,2015,3.22,1.8,3890.03,81809.0,167.15,3.52,318.63,High,Medium,157.8736
356,Germany,natural_gas,2015,2.96,0.28,3890.03,81809.0,167.15,3.52,152.71,High,Medium,157.8736
357,Germany,petroleum_n_other_liquids,2015,4.89,0.1,3890.03,81809.0,167.15,3.52,312.21,High,Medium,157.8736
358,Germany,nuclear,2015,0.86,0.86,3890.03,81809.0,167.15,3.52,0.0,High,Low,157.8736
359,Germany,renewables_n_other,2015,1.75,1.97,3890.03,81809.0,167.15,3.52,0.0,High,Low,157.8736
360,Ghana,coal,2015,0.0,0.0,144.91,27849.0,10.07,1.94,0.09,Medium-high,Low,3.0208
361,Ghana,natural_gas,2015,0.05,0.03,144.91,27849.0,10.07,1.94,1.28,Medium-high,Low,3.0208
362,Ghana,petroleum_n_other_liquids,2015,0.18,0.22,144.91,27849.0,10.07,1.94,10.91,Medium-high,Low,3.0208
363,Ghana,nuclear,2015,,,144.91,27849.0,10.07,1.94,0.0,Medium-high,Low,3.0208
364,Ghana,renewables_n_other,2015,0.05,0.05,144.91,27849.0,10.07,1.94,0.0,Medium-high,Low,3.0208
365,Gibraltar,coal,2015,0.0,0.0,,,0.0,0.0,0.0,,Low,2.622
366,Gibraltar,natural_gas,2015,0.0,0.0,,,0.0,0.0,0.0,,Low,2.622
367,Gibraltar,petroleum_n_other_liquids,2015,0.17,0.0,,,0.0,0.0,12.23,,Low,2.622
368,Gibraltar,nuclear,2015,,,,,0.0,0.0,0.0,,Low,2.622
369,Gibraltar,renewables_n_other,2015,0.0,0.0,,,0.0,0.0,0.0,,Low,2.622
370,Greece,coal,2015,0.23,0.24,289.23,10812.0,104.85,3.92,27.21,High,Low,14.7204
371,Greece,natural_gas,2015,0.12,0.0,289.23,10812.0,104.85,3.92,5.76,High,Low,14.7204
372,Greece,petroleum_n_other_liquids,2015,0.61,0.0,289.23,10812.0,104.85,3.92,42.79,High,Low,14.7204
373,Greece,nuclear,2015,,,289.23,10812.0,104.85,3.92,0.0,High,Low,14.7204
374,Greece,renewables_n_other,2015,0.17,0.14,289.23,10812.0,104.85,3.92,0.0,High,Low,14.7204
375,Greenland,coal,2015,0.0,0.0,4.63,56.0,,,0.0,Low,Low,0.1208
376,Greenland,natural_gas,2015,0.0,0.0,4.63,56.0,,,0.0,Low,Low,0.1208
377,Greenland,petroleum_n_other_liquids,2015,0.01,0.0,4.63,56.0,,,0.57,Low,Low,0.1208
378,Greenland,nuclear,2015,,,4.63,56.0,,,0.0,Low,Low,0.1208
379,Greenland,renewables_n_other,2015,0.0,0.0,4.63,56.0,,,0.0,Low,Low,0.1208
380,Grenada,coal,2015,0.0,0.0,1.55,110.0,36.89,2.61,0.0,Low,Low,0.06
381,Grenada,natural_gas,2015,0.0,0.0,1.55,110.0,36.89,2.61,0.0,Low,Low,0.06
382,Grenada,petroleum_n_other_liquids,2015,0.0,0.0,1.55,110.0,36.89,2.61,0.27,Low,Low,0.06
383,Grenada,nuclear,2015,,,1.55,110.0,36.89,2.61,0.0,Low,Low,0.06
384,Grenada,renewables_n_other,2015,0.0,0.0,1.55,110.0,36.89,2.61,0.0,Low,Low,0.06
385,Guadeloupe,coal,2015,0.0,0.0,10.32,400.0,77.0,2.99,0.0,Medium,Low,0.3896
386,Guadeloupe,natural_gas,2015,0.0,0.0,10.32,400.0,77.0,2.99,0.0,Medium,Low,0.3896
387,Guadeloupe,petroleum_n_other_liquids,2015,0.03,0.0,10.32,400.0,77.0,2.99,1.82,Medium,Low,0.3896
388,Guadeloupe,nuclear,2015,,,10.32,400.0,77.0,2.99,0.0,Medium,Low,0.3896
389,Guadeloupe,renewables_n_other,2015,0.0,0.0,10.32,400.0,77.0,2.99,0.0,Medium,Low,0.3896
390,Guam,coal,2015,0.0,0.0,5.71,162.0,182.24,5.17,0.0,Low,Low,0.3564
391,Guam,natural_gas,2015,0.0,0.0,5.71,162.0,182.24,5.17,0.0,Low,Low,0.3564
392,Guam,petroleum_n_other_liquids,2015,0.03,0.0,5.71,162.0,182.24,5.17,1.8,Low,Low,0.3564
393,Guam,nuclear,2015,,,5.71,162.0,182.24,5.17,0.0,Low,Low,0.3564
394,Guam,renewables_n_other,2015,0.0,0.0,5.71,162.0,182.24,5.17,0.0,Low,Low,0.3564
395,Guatemala,coal,2015,0.04,0.0,127.57,16252.0,16.75,2.13,2.48,Medium-high,Low,3.3712
396,Guatemala,natural_gas,2015,0.0,0.0,127.57,16252.0,16.75,2.13,0.0,Medium-high,Low,3.3712
397,Guatemala,petroleum_n_other_liquids,2015,0.17,0.02,127.57,16252.0,16.75,2.13,10.6,Medium-high,Low,3.3712
398,Guatemala,nuclear,2015,,,127.57,16252.0,16.75,2.13,0.0,Medium-high,Low,3.3712
399,Guatemala,renewables_n_other,2015,0.06,0.07,127.57,16252.0,16.75,2.13,0.0,Medium-high,Low,3.3712
400,Guinea,coal,2015,0.0,0.0,20.8,11432.0,4.06,2.23,0.0,Medium,Low,0.57
401,Guinea,natural_gas,2015,0.0,0.0,20.8,11432.0,4.06,2.23,0.0,Medium,Low,0.57
402,Guinea,petroleum_n_other_liquids,2015,0.04,0.0,20.8,11432.0,4.06,2.23,2.43,Medium,Low,0.57
403,Guinea,nuclear,2015,,,20.8,11432.0,4.06,2.23,0.0,Medium,Low,0.57
404,Guinea,renewables_n_other,2015,0.01,0.01,20.8,11432.0,4.06,2.23,0.0,Medium,Low,0.57
405,Guinea-Bissau,coal,2015,0.0,0.0,3.05,1737.0,3.21,1.83,0.0,Low,Low,0.0756
406,Guinea-Bissau,natural_gas,2015,0.0,0.0,3.05,1737.0,3.21,1.83,0.0,Low,Low,0.0756
407,Guinea-Bissau,petroleum_n_other_liquids,2015,0.01,0.0,3.05,1737.0,3.21,1.83,0.37,Low,Low,0.0756
408,Guinea-Bissau,nuclear,2015,,,3.05,1737.0,3.21,1.83,0.0,Low,Low,0.0756
409,Guinea-Bissau,renewables_n_other,2015,0.0,0.0,3.05,1737.0,3.21,1.83,0.0,Low,Low,0.0756
410,Guyana,coal,2015,0.0,0.0,8.59,767.0,37.36,3.34,0.0,Low,Low,0.4436
411,Guyana,natural_gas,2015,0.0,0.0,8.59,767.0,37.36,3.34,0.0,Low,Low,0.4436
412,Guyana,petroleum_n_other_liquids,2015,0.03,0.0,8.59,767.0,37.36,3.34,2.03,Low,Low,0.4436
413,Guyana,nuclear,2015,,,8.59,767.0,37.36,3.34,0.0,Low,Low,0.4436
414,Guyana,renewables_n_other,2015,0.0,0.0,8.59,767.0,37.36,3.34,0.0,Low,Low,0.4436
415,Haiti,coal,2015,0.0,0.0,31.0,10696.0,4.33,1.49,0.0,Medium,Low,0.6548
416,Haiti,natural_gas,2015,0.0,0.0,31.0,10696.0,4.33,1.49,0.0,Medium,Low,0.6548
417,Haiti,petroleum_n_other_liquids,2015,0.05,0.0,31.0,10696.0,4.33,1.49,2.87,Medium,Low,0.6548
418,Haiti,nuclear,2015,,,31.0,10696.0,4.33,1.49,0.0,Medium,Low,0.6548
419,Haiti,renewables_n_other,2015,0.0,0.0,31.0,10696.0,4.33,1.49,0.0,Medium,Low,0.6548
420,Honduras,coal,2015,0.0,0.0,43.96,9113.0,18.37,3.81,0.07,Medium,Low,1.8232
421,Honduras,natural_gas,2015,0.0,0.0,43.96,9113.0,18.37,3.81,0.0,Medium,Low,1.8232
422,Honduras,petroleum_n_other_liquids,2015,0.13,0.0,43.96,9113.0,18.37,3.81,8.59,Medium,Low,1.8232
423,Honduras,nuclear,2015,,,43.96,9113.0,18.37,3.81,0.0,Medium,Low,1.8232
424,Honduras,renewables_n_other,2015,0.04,0.04,43.96,9113.0,18.37,3.81,0.0,Medium,Low,1.8232
425,Hong Kong,coal,2015,0.29,0.0,411.42,7193.0,177.35,3.1,33.11,High,Low,18.8592
426,Hong Kong,natural_gas,2015,0.12,0.0,411.42,7193.0,177.35,3.1,5.13,High,Low,18.8592
427,Hong Kong,petroleum_n_other_liquids,2015,0.83,0.0,411.42,7193.0,177.35,3.1,49.6,High,Low,18.8592
428,Hong Kong,nuclear,2015,,,411.42,7193.0,177.35,3.1,0.0,High,Low,18.8592
429,Hong Kong,renewables_n_other,2015,0.04,0.0,411.42,7193.0,177.35,3.1,0.0,High,Low,18.8592
430,Hungary,coal,2015,0.11,0.06,263.69,9840.0,99.73,3.72,8.89,Medium-high,Low,9.3284
431,Hungary,natural_gas,2015,0.34,0.06,263.69,9840.0,99.73,3.72,17.15,Medium-high,Low,9.3284
432,Hungary,petroleum_n_other_liquids,2015,0.31,0.04,263.69,9840.0,99.73,3.72,17.19,Medium-high,Low,9.3284
433,Hungary,nuclear,2015,0.15,0.15,263.69,9840.0,99.73,3.72,0.0,Medium-high,Low,9.3284
434,Hungary,renewables_n_other,2015,0.07,0.05,263.69,9840.0,99.73,3.72,0.0,Medium-high,Low,9.3284
435,Iceland,coal,2015,0.0,0.0,16.28,330.0,,,0.38,Medium,Low,0.6592
436,Iceland,natural_gas,2015,0.0,0.0,16.28,330.0,,,0.0,Medium,Low,0.6592
437,Iceland,petroleum_n_other_liquids,2015,0.04,0.0,16.28,330.0,,,2.42,Medium,Low,0.6592
438,Iceland,nuclear,2015,,,16.28,330.0,,,0.0,Medium,Low,0.6592
439,Iceland,renewables_n_other,2015,0.17,0.17,16.28,330.0,,,0.0,Medium,Low,0.6592
440,India,coal,2015,15.05,9.9,7163.88,1311968.0,20.72,3.79,1447.31,High,High,428.0932
441,India,natural_gas,2015,1.87,1.16,7163.88,1311968.0,20.72,3.79,102.55,High,Medium,428.0932
442,India,petroleum_n_other_liquids,2015,7.97,1.77,7163.88,1311968.0,20.72,3.79,472.0,High,Medium,428.0932
443,India,nuclear,2015,0.42,0.42,7163.88,1311968.0,20.72,3.79,0.0,High,Low,428.0932
444,India,renewables_n_other,2015,1.87,1.81,7163.88,1311968.0,20.72,3.79,0.0,High,Low,428.0932
445,Indonesia,coal,2015,1.81,9.51,2647.96,258778.0,25.88,2.53,152.55,High,Medium,95.6148
446,Indonesia,natural_gas,2015,1.64,2.8,2647.96,258778.0,25.88,2.53,85.21,High,Low,95.6148
447,Indonesia,petroleum_n_other_liquids,2015,3.02,1.71,2647.96,258778.0,25.88,2.53,215.12,High,Medium,95.6148
448,Indonesia,nuclear,2015,,,2647.96,258778.0,25.88,2.53,0.0,High,Low,95.6148
449,Indonesia,renewables_n_other,2015,0.24,0.27,2647.96,258778.0,25.88,2.53,0.0,High,Low,95.6148
450,Iran,coal,2015,0.04,0.03,1066.59,78492.0,135.75,9.99,4.84,High,Low,123.126
451,Iran,natural_gas,2015,6.94,6.89,1066.59,78492.0,135.75,9.99,343.34,High,Medium,123.126
452,Iran,petroleum_n_other_liquids,2015,3.52,7.48,1066.59,78492.0,135.75,9.99,267.78,High,Medium,123.126
453,Iran,nuclear,2015,0.03,0.03,1066.59,78492.0,135.75,9.99,0.0,High,Low,123.126
454,Iran,renewables_n_other,2015,0.13,0.13,1066.59,78492.0,135.75,9.99,0.0,High,Low,123.126
455,Iraq,coal,2015,0.0,0.0,369.52,35572.0,40.33,3.88,0.0,High,Low,25.1752
456,Iraq,natural_gas,2015,0.04,0.04,369.52,35572.0,40.33,3.88,1.78,High,Low,25.1752
457,Iraq,petroleum_n_other_liquids,2015,1.33,8.61,369.52,35572.0,40.33,3.88,112.57,High,Medium,25.1752
458,Iraq,nuclear,2015,,,369.52,35572.0,40.33,3.88,0.0,High,Low,25.1752
459,Iraq,renewables_n_other,2015,0.07,0.02,369.52,35572.0,40.33,3.88,0.0,High,Low,25.1752
460,Ireland,coal,2015,0.06,0.0,324.65,4708.0,127.17,1.84,4.81,High,Low,7.142799999999999
461,Ireland,natural_gas,2015,0.16,0.0,324.65,4708.0,127.17,1.84,8.67,High,Low,7.142799999999999
462,Ireland,petroleum_n_other_liquids,2015,0.3,0.0,324.65,4708.0,127.17,1.84,20.07,High,Low,7.142799999999999
463,Ireland,nuclear,2015,,,324.65,4708.0,127.17,1.84,0.0,High,Low,7.142799999999999
464,Ireland,renewables_n_other,2015,0.08,0.07,324.65,4708.0,127.17,1.84,0.0,High,Low,7.142799999999999
465,Israel,coal,2015,0.27,0.0,297.23,7978.0,126.97,3.41,25.53,High,Low,13.430399999999999
466,Israel,natural_gas,2015,0.31,0.31,297.23,7978.0,126.97,3.41,15.4,High,Low,13.430399999999999
467,Israel,petroleum_n_other_liquids,2015,0.44,0.0,297.23,7978.0,126.97,3.41,25.64,High,Low,13.430399999999999
468,Israel,nuclear,2015,,,297.23,7978.0,126.97,3.41,0.0,High,Low,13.430399999999999
469,Israel,renewables_n_other,2015,-0.01,0.01,297.23,7978.0,126.97,3.41,0.0,High,Low,13.430399999999999
470,Italy,coal,2015,0.52,0.0,2241.42,60714.0,111.66,3.02,52.93,High,Low,68.5656
471,Italy,natural_gas,2015,2.44,0.24,2241.42,60714.0,111.66,3.02,118.62,High,Medium,68.5656
472,Italy,petroleum_n_other_liquids,2015,2.61,0.23,2241.42,60714.0,111.66,3.02,168.08,High,Medium,68.5656
473,Italy,nuclear,2015,,,2241.42,60714.0,111.66,3.02,0.0,High,Low,68.5656
474,Italy,renewables_n_other,2015,1.22,1.06,2241.42,60714.0,111.66,3.02,0.0,High,Low,68.5656
475,Jamaica,coal,2015,0.0,0.0,25.42,2891.0,42.45,4.83,0.24,Medium,Low,1.6764
476,Jamaica,natural_gas,2015,0.0,0.0,25.42,2891.0,42.45,4.83,0.0,Medium,Low,1.6764
477,Jamaica,petroleum_n_other_liquids,2015,0.12,0.0,25.42,2891.0,42.45,4.83,8.4,Medium,Low,1.6764
478,Jamaica,nuclear,2015,,,25.42,2891.0,42.45,4.83,0.0,Medium,Low,1.6764
479,Jamaica,renewables_n_other,2015,0.0,0.0,25.42,2891.0,42.45,4.83,0.0,Medium,Low,1.6764
480,Japan,coal,2015,4.86,0.03,5200.87,127967.0,154.27,3.8,472.41,High,Medium,239.7052
481,Japan,natural_gas,2015,4.65,0.11,5200.87,127967.0,154.27,3.8,259.86,High,Medium,239.7052
