,Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission,GDP_category,CO2_category,Average_CO2_emission
1316,Dominican Republic,natural_gas,2016,0.04,0.0,161.64,10398.0,33.98,2.19,2.17,Medium-high,Low,4.5248
1317,Dominican Republic,petroleum_n_other_liquids,2016,0.27,0.0,161.64,10398.0,33.98,2.19,17.6,Medium-high,Low,4.5248
1318,Dominican Republic,nuclear,2016,,,161.64,10398.0,33.98,2.19,0.0,Medium-high,Low,4.5248
1319,Dominican Republic,renewables_n_other,2016,0.02,0.02,161.64,10398.0,33.98,2.19,0.0,Medium-high,Low,4.5248
1320,Ecuador,coal,2016,0.0,0.0,177.11,16491.0,41.42,3.86,0.07,Medium-high,Low,7.593599999999999
1321,Ecuador,natural_gas,2016,0.02,0.02,177.11,16491.0,41.42,3.86,0.98,Medium-high,Low,7.593599999999999
1322,Ecuador,petroleum_n_other_liquids,2016,0.51,1.21,177.11,16491.0,41.42,3.86,37.75,Medium-high,Low,7.593599999999999
1323,Ecuador,nuclear,2016,,,177.11,16491.0,41.42,3.86,0.0,Medium-high,Low,7.593599999999999
1324,Ecuador,renewables_n_other,2016,0.15,0.15,177.11,16491.0,41.42,3.86,0.0,Medium-high,Low,7.593599999999999
1325,Egypt,coal,2016,0.06,0.0,1105.14,94447.0,39.88,3.41,4.3,High,Low,45.922799999999995
1326,Egypt,natural_gas,2016,1.87,1.57,1105.14,94447.0,39.88,3.41,94.04,High,Low,45.922799999999995
1327,Egypt,petroleum_n_other_liquids,2016,1.69,1.55,1105.14,94447.0,39.88,3.41,128.84,High,Medium,45.922799999999995
1328,Egypt,nuclear,2016,,,1105.14,94447.0,39.88,3.41,0.0,High,Low,45.922799999999995
1329,Egypt,renewables_n_other,2016,0.14,0.15,1105.14,94447.0,39.88,3.41,0.0,High,Low,45.922799999999995
1330,El Salvador,coal,2016,0.0,0.0,49.26,6356.0,20.91,2.7,0.0,Medium-high,Low,1.3444
1331,El Salvador,natural_gas,2016,0.0,0.0,49.26,6356.0,20.91,2.7,0.0,Medium-high,Low,1.3444
1332,El Salvador,petroleum_n_other_liquids,2016,0.1,0.0,49.26,6356.0,20.91,2.7,6.89,Medium-high,Low,1.3444
1333,El Salvador,nuclear,2016,,,49.26,6356.0,20.91,2.7,0.0,Medium-high,Low,1.3444
1334,El Salvador,renewables_n_other,2016,0.04,0.03,49.26,6356.0,20.91,2.7,0.0,Medium-high,Low,1.3444
1335,Equatorial Guinea,coal,2016,0.0,0.0,25.62,1215.0,78.21,3.71,0.0,Medium,Low,0.8715999999999999
1336,Equatorial Guinea,natural_gas,2016,0.04,0.21,25.62,1215.0,78.21,3.71,2.33,Medium,Low,0.8715999999999999
1337,Equatorial Guinea,petroleum_n_other_liquids,2016,0.05,0.48,25.62,1215.0,78.21,3.71,0.74,Medium,Low,0.8715999999999999
1338,Equatorial Guinea,nuclear,2016,,,25.62,1215.0,78.21,3.71,0.0,Medium,Low,0.8715999999999999
1339,Equatorial Guinea,renewables_n_other,2016,0.01,0.01,25.62,1215.0,78.21,3.71,0.0,Medium,Low,0.8715999999999999
1340,Eritrea,coal,2016,0.0,0.0,5.7,3384.0,2.42,1.43,0.0,Low,Low,0.1284
1341,Eritrea,natural_gas,2016,0.0,0.0,5.7,3384.0,2.42,1.43,0.0,Low,Low,0.1284
1342,Eritrea,petroleum_n_other_liquids,2016,0.01,0.0,5.7,3384.0,2.42,1.43,0.59,Low,Low,0.1284
1343,Eritrea,nuclear,2016,,,5.7,3384.0,2.42,1.43,0.0,Low,Low,0.1284
1344,Eritrea,renewables_n_other,2016,0.0,0.0,5.7,3384.0,2.42,1.43,0.0,Low,Low,0.1284
1345,Estonia,coal,2016,0.0,0.0,39.57,1316.0,67.02,2.23,0.03,Medium,Low,1.0796
1346,Estonia,natural_gas,2016,0.02,0.0,39.57,1316.0,67.02,2.23,0.91,Medium,Low,1.0796
1347,Estonia,petroleum_n_other_liquids,2016,0.06,0.0,39.57,1316.0,67.02,2.23,4.28,Medium,Low,1.0796
1348,Estonia,nuclear,2016,,,39.57,1316.0,67.02,2.23,0.0,Medium,Low,1.0796
1349,Estonia,renewables_n_other,2016,0.01,0.02,39.57,1316.0,67.02,2.23,0.0,Medium,Low,1.0796
1350,Eswatini,coal,2016,0.0,0.0,9.84,1114.0,18.61,2.11,0.19,Medium,Low,0.2112
1351,Eswatini,natural_gas,2016,0.0,0.0,9.84,1114.0,18.61,2.11,0.0,Medium,Low,0.2112
1352,Eswatini,petroleum_n_other_liquids,2016,0.01,0.0,9.84,1114.0,18.61,2.11,0.79,Medium,Low,0.2112
1353,Eswatini,nuclear,2016,,,9.84,1114.0,18.61,2.11,0.0,Medium,Low,0.2112
1354,Eswatini,renewables_n_other,2016,0.01,0.0,9.84,1114.0,18.61,2.11,0.0,Medium,Low,0.2112
1355,Ethiopia,coal,2016,0.01,0.0,182.88,103604.0,2.8,1.59,0.88,Medium-high,Low,2.5048000000000004
1356,Ethiopia,natural_gas,2016,0.0,0.0,182.88,103604.0,2.8,1.59,0.0,Medium-high,Low,2.5048000000000004
1357,Ethiopia,petroleum_n_other_liquids,2016,0.17,0.0,182.88,103604.0,2.8,1.59,10.62,Medium-high,Low,2.5048000000000004
1358,Ethiopia,nuclear,2016,,,182.88,103604.0,2.8,1.59,0.0,Medium-high,Low,2.5048000000000004
1359,Ethiopia,renewables_n_other,2016,0.11,0.12,182.88,103604.0,2.8,1.59,0.0,Medium-high,Low,2.5048000000000004
1360,Faroe Islands,coal,2016,0.0,0.0,,,0.0,0.0,0.0,,Low,0.156
1361,Faroe Islands,natural_gas,2016,0.0,0.0,,,0.0,0.0,0.0,,Low,0.156
1362,Faroe Islands,petroleum_n_other_liquids,2016,0.01,0.0,,,0.0,0.0,0.74,,Low,0.156
1363,Faroe Islands,nuclear,2016,,,,,0.0,0.0,0.0,,Low,0.156
1364,Faroe Islands,renewables_n_other,2016,0.0,0.0,,,0.0,0.0,0.0,,Low,0.156
1365,Fiji,coal,2016,0.0,0.0,11.05,872.0,29.13,2.3,0.0,Medium,Low,0.3064
1366,Fiji,natural_gas,2016,0.0,0.0,11.05,872.0,29.13,2.3,0.0,Medium,Low,0.3064
1367,Fiji,petroleum_n_other_liquids,2016,0.02,0.0,11.05,872.0,29.13,2.3,1.52,Medium,Low,0.3064
1368,Fiji,nuclear,2016,,,11.05,872.0,29.13,2.3,0.0,Medium,Low,0.3064
1369,Fiji,renewables_n_other,2016,0.01,0.01,11.05,872.0,29.13,2.3,0.0,Medium,Low,0.3064
1370,Finland,coal,2016,0.13,0.0,239.48,5497.0,222.45,5.11,10.5,Medium-high,Low,8.928
1371,Finland,natural_gas,2016,0.09,0.0,239.48,5497.0,222.45,5.11,5.26,Medium-high,Low,8.928
1372,Finland,petroleum_n_other_liquids,2016,0.42,0.0,239.48,5497.0,222.45,5.11,27.81,Medium-high,Low,8.928
1373,Finland,nuclear,2016,0.23,0.23,239.48,5497.0,222.45,5.11,0.0,Medium-high,Low,8.928
1374,Finland,renewables_n_other,2016,0.36,0.29,239.48,5497.0,222.45,5.11,0.0,Medium-high,Low,8.928
1375,France,coal,2016,0.33,0.0,2747.04,66746.0,154.3,3.75,32.69,High,Low,69.49600000000001
1376,France,natural_gas,2016,1.63,0.0,2747.04,66746.0,154.3,3.75,78.97,High,Low,69.49600000000001
1377,France,petroleum_n_other_liquids,2016,3.53,0.04,2747.04,66746.0,154.3,3.75,235.04,High,Medium,69.49600000000001
1378,France,nuclear,2016,4.01,4.01,2747.04,66746.0,154.3,3.75,0.0,High,Low,69.49600000000001
1379,France,renewables_n_other,2016,0.8,1.05,2747.04,66746.0,154.3,3.75,0.0,High,Low,69.49600000000001
1380,French Guiana,coal,2016,0.0,0.0,,,0.0,0.0,0.0,,Low,0.17
1381,French Guiana,natural_gas,2016,0.0,0.0,,,0.0,0.0,0.0,,Low,0.17
1382,French Guiana,petroleum_n_other_liquids,2016,0.01,0.0,,,0.0,0.0,0.82,,Low,0.17
1383,French Guiana,nuclear,2016,,,,,0.0,0.0,0.0,,Low,0.17
1384,French Guiana,renewables_n_other,2016,0.0,0.0,,,0.0,0.0,0.0,,Low,0.17
1385,French Polynesia,coal,2016,0.0,0.0,,,0.0,0.0,0.0,,Low,0.2032
1386,French Polynesia,natural_gas,2016,0.0,0.0,,,0.0,0.0,0.0,,Low,0.2032
1387,French Polynesia,petroleum_n_other_liquids,2016,0.01,0.0,,,0.0,0.0,1.04,,Low,0.2032
1388,French Polynesia,nuclear,2016,,,,,0.0,0.0,0.0,,Low,0.2032
1389,French Polynesia,renewables_n_other,2016,0.0,0.0,,,0.0,0.0,0.0,,Low,0.2032
1390,Gabon,coal,2016,0.0,0.0,29.23,2008.0,34.53,2.37,0.0,Medium,Low,0.7736
1391,Gabon,natural_gas,2016,0.01,0.01,29.23,2008.0,34.53,2.37,0.74,Medium,Low,0.7736
1392,Gabon,petroleum_n_other_liquids,2016,0.05,0.45,29.23,2008.0,34.53,2.37,3.3,Medium,Low,0.7736
1393,Gabon,nuclear,2016,,,29.23,2008.0,34.53,2.37,0.0,Medium,Low,0.7736
1394,Gabon,renewables_n_other,2016,0.01,0.01,29.23,2008.0,34.53,2.37,0.0,Medium,Low,0.7736
1395,"Gambia, The",coal,2016,0.0,0.0,4.39,2149.0,3.71,1.81,0.0,Low,Low,0.11719999999999998
1396,"Gambia, The",natural_gas,2016,0.0,0.0,4.39,2149.0,3.71,1.81,0.0,Low,Low,0.11719999999999998
1397,"Gambia, The",petroleum_n_other_liquids,2016,0.01,0.0,4.39,2149.0,3.71,1.81,0.59,Low,Low,0.11719999999999998
1398,"Gambia, The",nuclear,2016,,,4.39,2149.0,3.71,1.81,0.0,Low,Low,0.11719999999999998
1399,"Gambia, The",renewables_n_other,2016,0.0,0.0,4.39,2149.0,3.71,1.81,0.0,Low,Low,0.11719999999999998
1400,Georgia,coal,2016,0.01,0.01,46.34,4015.0,61.27,5.31,1.19,Medium,Low,1.9296
1401,Georgia,natural_gas,2016,0.08,0.0,46.34,4015.0,61.27,5.31,4.69,Medium,Low,1.9296
1402,Georgia,petroleum_n_other_liquids,2016,0.07,0.0,46.34,4015.0,61.27,5.31,3.73,Medium,Low,1.9296
1403,Georgia,nuclear,2016,,,46.34,4015.0,61.27,5.31,0.0,Medium,Low,1.9296
1404,Georgia,renewables_n_other,2016,0.09,0.09,46.34,4015.0,61.27,5.31,0.0,Medium,Low,1.9296
1405,Germany,coal,2016,3.13,1.66,3973.24,82392.0,167.0,3.46,316.73,High,Medium,157.8736
1406,Germany,natural_gas,2016,3.2,0.29,3973.24,82392.0,167.0,3.46,157.12,High,Medium,157.8736
1407,Germany,petroleum_n_other_liquids,2016,4.93,0.1,3973.24,82392.0,167.0,3.46,313.89,High,Medium,157.8736
1408,Germany,nuclear,2016,0.79,0.79,3973.24,82392.0,167.0,3.46,0.0,High,Low,157.8736
1409,Germany,renewables_n_other,2016,1.71,1.97,3973.24,82392.0,167.0,3.46,0.0,High,Low,157.8736
1410,Ghana,coal,2016,0.0,0.0,149.78,28482.0,9.97,1.9,0.11,Medium-high,Low,3.0208
1411,Ghana,natural_gas,2016,0.03,0.02,149.78,28482.0,9.97,1.9,2.5,Medium-high,Low,3.0208
1412,Ghana,petroleum_n_other_liquids,2016,0.2,0.21,149.78,28482.0,9.97,1.9,11.65,Medium-high,Low,3.0208
1413,Ghana,nuclear,2016,,,149.78,28482.0,9.97,1.9,0.0,Medium-high,Low,3.0208
1414,Ghana,renewables_n_other,2016,0.05,0.05,149.78,28482.0,9.97,1.9,0.0,Medium-high,Low,3.0208
1415,Gibraltar,coal,2016,0.0,0.0,,,0.0,0.0,0.0,,Low,2.622
1416,Gibraltar,natural_gas,2016,0.0,0.0,,,0.0,0.0,0.0,,Low,2.622
1417,Gibraltar,petroleum_n_other_liquids,2016,0.17,0.0,,,0.0,0.0,12.53,,Low,2.622
1418,Gibraltar,nuclear,2016,,,,,0.0,0.0,0.0,,Low,2.622
1419,Gibraltar,renewables_n_other,2016,0.0,0.0,,,0.0,0.0,0.0,,Low,2.622
1420,Greece,coal,2016,0.18,0.17,287.86,10774.0,103.79,3.88,22.69,High,Low,14.7204
1421,Greece,natural_gas,2016,0.15,0.0,287.86,10774.0,103.79,3.88,6.21,High,Low,14.7204
1422,Greece,petroleum_n_other_liquids,2016,0.62,0.01,287.86,10774.0,103.79,3.88,44.55,High,Low,14.7204
1423,Greece,nuclear,2016,,,287.86,10774.0,103.79,3.88,0.0,High,Low,14.7204
1424,Greece,renewables_n_other,2016,0.17,0.15,287.86,10774.0,103.79,3.88,0.0,High,Low,14.7204
1425,Greenland,coal,2016,0.0,0.0,4.84,56.0,,,0.0,Low,Low,0.1208
1426,Greenland,natural_gas,2016,0.0,0.0,4.84,56.0,,,0.0,Low,Low,0.1208
1427,Greenland,petroleum_n_other_liquids,2016,0.01,0.0,4.84,56.0,,,0.61,Low,Low,0.1208
1428,Greenland,nuclear,2016,,,4.84,56.0,,,0.0,Low,Low,0.1208
1429,Greenland,renewables_n_other,2016,0.0,0.0,4.84,56.0,,,0.0,Low,Low,0.1208
1430,Grenada,coal,2016,0.0,0.0,1.61,110.0,37.78,2.59,0.0,Low,Low,0.06
1431,Grenada,natural_gas,2016,0.0,0.0,1.61,110.0,37.78,2.59,0.0,Low,Low,0.06
1432,Grenada,petroleum_n_other_liquids,2016,0.0,0.0,1.61,110.0,37.78,2.59,0.29,Low,Low,0.06
1433,Grenada,nuclear,2016,,,1.61,110.0,37.78,2.59,0.0,Low,Low,0.06
1434,Grenada,renewables_n_other,2016,0.0,0.0,1.61,110.0,37.78,2.59,0.0,Low,Low,0.06
1435,Guadeloupe,coal,2016,0.0,0.0,10.29,400.0,72.16,2.8,0.0,Medium,Low,0.3896
1436,Guadeloupe,natural_gas,2016,0.0,0.0,10.29,400.0,72.16,2.8,0.0,Medium,Low,0.3896
1437,Guadeloupe,petroleum_n_other_liquids,2016,0.03,0.0,10.29,400.0,72.16,2.8,2.13,Medium,Low,0.3896
1438,Guadeloupe,nuclear,2016,,,10.29,400.0,72.16,2.8,0.0,Medium,Low,0.3896
1439,Guadeloupe,renewables_n_other,2016,0.0,0.0,10.29,400.0,72.16,2.8,0.0,Medium,Low,0.3896
1440,Guam,coal,2016,0.0,0.0,5.8,163.0,170.54,4.8,0.0,Low,Low,0.3564
1441,Guam,natural_gas,2016,0.0,0.0,5.8,163.0,170.54,4.8,0.0,Low,Low,0.3564
1442,Guam,petroleum_n_other_liquids,2016,0.03,0.0,5.8,163.0,170.54,4.8,1.83,Low,Low,0.3564
1443,Guam,nuclear,2016,,,5.8,163.0,170.54,4.8,0.0,Low,Low,0.3564
1444,Guam,renewables_n_other,2016,0.0,0.0,5.8,163.0,170.54,4.8,0.0,Low,Low,0.3564
1445,Guatemala,coal,2016,0.05,0.0,130.98,16583.0,18.0,2.28,3.65,Medium-high,Low,3.3712
1446,Guatemala,natural_gas,2016,0.0,0.0,130.98,16583.0,18.0,2.28,0.0,Medium-high,Low,3.3712
1447,Guatemala,petroleum_n_other_liquids,2016,0.18,0.02,130.98,16583.0,18.0,2.28,12.13,Medium-high,Low,3.3712
1448,Guatemala,nuclear,2016,,,130.98,16583.0,18.0,2.28,0.0,Medium-high,Low,3.3712
1449,Guatemala,renewables_n_other,2016,0.07,0.07,130.98,16583.0,18.0,2.28,0.0,Medium-high,Low,3.3712
1450,Guinea,coal,2016,0.0,0.0,23.05,11738.0,4.46,2.27,0.0,Medium,Low,0.57
1451,Guinea,natural_gas,2016,0.0,0.0,23.05,11738.0,4.46,2.27,0.0,Medium,Low,0.57
1452,Guinea,petroleum_n_other_liquids,2016,0.04,0.0,23.05,11738.0,4.46,2.27,2.77,Medium,Low,0.57
1453,Guinea,nuclear,2016,,,23.05,11738.0,4.46,2.27,0.0,Medium,Low,0.57
1454,Guinea,renewables_n_other,2016,0.01,0.01,23.05,11738.0,4.46,2.27,0.0,Medium,Low,0.57
1455,Guinea-Bissau,coal,2016,0.0,0.0,3.24,1783.0,3.26,1.79,0.0,Low,Low,0.0756
1456,Guinea-Bissau,natural_gas,2016,0.0,0.0,3.24,1783.0,3.26,1.79,0.0,Low,Low,0.0756
1457,Guinea-Bissau,petroleum_n_other_liquids,2016,0.01,0.0,3.24,1783.0,3.26,1.79,0.41,Low,Low,0.0756
1458,Guinea-Bissau,nuclear,2016,,,3.24,1783.0,3.26,1.79,0.0,Low,Low,0.0756
1459,Guinea-Bissau,renewables_n_other,2016,0.0,0.0,3.24,1783.0,3.26,1.79,0.0,Low,Low,0.0756
1460,Guyana,coal,2016,0.0,0.0,8.92,771.0,41.69,3.61,0.0,Low,Low,0.4436
1461,Guyana,natural_gas,2016,0.0,0.0,8.92,771.0,41.69,3.61,0.0,Low,Low,0.4436
1462,Guyana,petroleum_n_other_liquids,2016,0.03,0.0,8.92,771.0,41.69,3.61,2.1,Low,Low,0.4436
1463,Guyana,nuclear,2016,,,8.92,771.0,41.69,3.61,0.0,Low,Low,0.4436
1464,Guyana,renewables_n_other,2016,0.0,0.0,8.92,771.0,41.69,3.61,0.0,Low,Low,0.4436
1465,Haiti,coal,2016,0.0,0.0,31.46,10840.0,4.43,1.53,0.0,Medium,Low,0.6548
1466,Haiti,natural_gas,2016,0.0,0.0,31.46,10840.0,4.43,1.53,0.0,Medium,Low,0.6548
1467,Haiti,petroleum_n_other_liquids,2016,0.05,0.0,31.46,10840.0,4.43,1.53,3.32,Medium,Low,0.6548
1468,Haiti,nuclear,2016,,,31.46,10840.0,4.43,1.53,0.0,Medium,Low,0.6548
1469,Haiti,renewables_n_other,2016,0.0,0.0,31.46,10840.0,4.43,1.53,0.0,Medium,Low,0.6548
1470,Honduras,coal,2016,0.0,0.0,45.67,9271.0,17.46,3.55,0.06,Medium,Low,1.8232
1471,Honduras,natural_gas,2016,0.0,0.0,45.67,9271.0,17.46,3.55,0.0,Medium,Low,1.8232
1472,Honduras,petroleum_n_other_liquids,2016,0.12,0.0,45.67,9271.0,17.46,3.55,9.27,Medium,Low,1.8232
1473,Honduras,nuclear,2016,,,45.67,9271.0,17.46,3.55,0.0,Medium,Low,1.8232
1474,Honduras,renewables_n_other,2016,0.04,0.04,45.67,9271.0,17.46,3.55,0.0,Medium,Low,1.8232
1475,Hong Kong,coal,2016,0.29,0.0,420.35,7251.0,180.01,3.11,26.86,High,Low,18.8592
1476,Hong Kong,natural_gas,2016,0.13,0.0,420.35,7251.0,180.01,3.11,6.36,High,Low,18.8592
1477,Hong Kong,petroleum_n_other_liquids,2016,0.86,0.0,420.35,7251.0,180.01,3.11,60.2,High,Low,18.8592
1478,Hong Kong,nuclear,2016,,,420.35,7251.0,180.01,3.11,0.0,High,Low,18.8592
1479,Hong Kong,renewables_n_other,2016,0.04,0.0,420.35,7251.0,180.01,3.11,0.0,High,Low,18.8592
1480,Hungary,coal,2016,0.1,0.06,269.32,9810.0,101.53,3.7,9.22,High,Low,9.3284
1481,Hungary,natural_gas,2016,0.36,0.06,269.32,9810.0,101.53,3.7,18.08,High,Low,9.3284
1482,Hungary,petroleum_n_other_liquids,2016,0.31,0.04,269.32,9810.0,101.53,3.7,18.5,High,Low,9.3284
1483,Hungary,nuclear,2016,0.15,0.15,269.32,9810.0,101.53,3.7,0.0,High,Low,9.3284
1484,Hungary,renewables_n_other,2016,0.06,0.05,269.32,9810.0,101.53,3.7,0.0,High,Low,9.3284
1485,Iceland,coal,2016,0.0,0.0,17.31,332.0,,,0.41,Medium,Low,0.6592
1486,Iceland,natural_gas,2016,0.0,0.0,17.31,332.0,,,0.0,Medium,Low,0.6592
1487,Iceland,petroleum_n_other_liquids,2016,0.04,0.0,17.31,332.0,,,2.56,Medium,Low,0.6592
1488,Iceland,nuclear,2016,,,17.31,332.0,,,0.0,Medium,Low,0.6592
1489,Iceland,renewables_n_other,2016,0.17,0.17,17.31,332.0,,,0.0,Medium,Low,0.6592
1490,India,coal,2016,14.79,10.62,7807.69,1326362.0,21.19,3.6,1452.34,High,High,428.0932
1491,India,natural_gas,2016,2.04,1.14,7807.69,1326362.0,21.19,3.6,99.15,High,Low,428.0932
1492,India,petroleum_n_other_liquids,2016,8.76,1.74,7807.69,1326362.0,21.19,3.6,512.0,High,Medium,428.0932
1493,India,nuclear,2016,0.42,0.42,7807.69,1326362.0,21.19,3.6,0.0,High,Low,428.0932
1494,India,renewables_n_other,2016,2.09,2.01,7807.69,1326362.0,21.19,3.6,0.0,High,Low,428.0932
1495,Indonesia,coal,2016,1.87,9.27,2781.23,261915.0,25.92,2.44,173.2,High,Medium,95.6148
1496,Indonesia,natural_gas,2016,1.61,2.76,2781.23,261915.0,25.92,2.44,86.82,High,Low,95.6148
1497,Indonesia,petroleum_n_other_liquids,2016,3.0,1.8,2781.23,261915.0,25.92,2.44,200.59,High,Medium,95.6148
1498,Indonesia,nuclear,2016,,,2781.23,261915.0,25.92,2.44,0.0,High,Low,95.6148
1499,Indonesia,renewables_n_other,2016,0.3,0.4,2781.23,261915.0,25.92,2.44,0.0,High,Low,95.6148
1500,Iran,coal,2016,0.04,0.04,1209.47,79564.0,136.71,8.99,4.17,High,Low,123.126
1501,Iran,natural_gas,2016,7.41,7.48,1209.47,79564.0,136.71,8.99,367.97,High,Medium,123.126
1502,Iran,petroleum_n_other_liquids,2016,3.22,9.39,1209.47,79564.0,136.71,8.99,241.0,High,Medium,123.126
1503,Iran,nuclear,2016,0.06,0.06,1209.47,79564.0,136.71,8.99,0.0,High,Low,123.126
1504,Iran,renewables_n_other,2016,0.15,0.15,1209.47,79564.0,136.71,8.99,0.0,High,Low,123.126
1505,Iraq,coal,2016,0.0,0.0,420.47,36611.0,48.3,4.21,0.0,High,Low,25.1752
1506,Iraq,natural_gas,2016,0.04,0.04,420.47,36611.0,48.3,4.21,1.97,High,Low,25.1752
1507,Iraq,petroleum_n_other_liquids,2016,1.66,9.49,420.47,36611.0,48.3,4.21,95.85,High,Low,25.1752
1508,Iraq,nuclear,2016,,,420.47,36611.0,48.3,4.21,0.0,High,Low,25.1752
1509,Iraq,renewables_n_other,2016,0.07,0.03,420.47,36611.0,48.3,4.21,0.0,High,Low,25.1752
1510,Ireland,coal,2016,0.05,0.0,332.29,4763.0,130.42,1.87,5.52,High,Low,7.142799999999999
1511,Ireland,natural_gas,2016,0.19,0.11,332.29,4763.0,130.42,1.87,8.69,High,Low,7.142799999999999
1512,Ireland,petroleum_n_other_liquids,2016,0.32,0.0,332.29,4763.0,130.42,1.87,21.0,High,Low,7.142799999999999
1513,Ireland,nuclear,2016,,,332.29,4763.0,130.42,1.87,0.0,High,Low,7.142799999999999
1514,Ireland,renewables_n_other,2016,0.07,0.07,332.29,4763.0,130.42,1.87,0.0,High,Low,7.142799999999999
1515,Israel,coal,2016,0.23,0.0,310.49,8109.0,127.4,3.33,24.99,High,Low,13.430399999999999
1516,Israel,natural_gas,2016,0.36,0.35,310.49,8109.0,127.4,3.33,16.53,High,Low,13.430399999999999
1517,Israel,petroleum_n_other_liquids,2016,0.45,0.0,310.49,8109.0,127.4,3.33,27.5,High,Low,13.430399999999999
1518,Israel,nuclear,2016,,,310.49,8109.0,127.4,3.33,0.0,High,Low,13.430399999999999
1519,Israel,renewables_n_other,2016,-0.0,0.02,310.49,8109.0,127.4,3.33,0.0,High,Low,13.430399999999999
1520,Italy,coal,2016,0.46,0.0,2272.9,60618.0,110.94,2.96,50.86,High,Low,68.5656
1521,Italy,natural_gas,2016,2.56,0.21,2272.9,60618.0,110.94,2.96,129.37,High,Medium,68.5656
1522,Italy,petroleum_n_other_liquids,2016,2.54,0.16,2272.9,60618.0,110.94,2.96,168.74,High,Medium,68.5656
1523,Italy,nuclear,2016,,,2272.9,60618.0,110.94,2.96,0.0,High,Low,68.5656
1524,Italy,renewables_n_other,2016,1.16,1.04,2272.9,60618.0,110.94,2.96,0.0,High,Low,68.5656
1525,Jamaica,coal,2016,0.0,0.0,25.77,2906.0,43.7,4.93,0.25,Medium,Low,1.6764
1526,Jamaica,natural_gas,2016,0.0,0.0,25.77,2906.0,43.7,4.93,0.0,Medium,Low,1.6764
1527,Jamaica,petroleum_n_other_liquids,2016,0.12,0.0,25.77,2906.0,43.7,4.93,8.29,Medium,Low,1.6764
1528,Jamaica,nuclear,2016,,,25.77,2906.0,43.7,4.93,0.0,Medium,Low,1.6764
1529,Jamaica,renewables_n_other,2016,0.0,0.01,25.77,2906.0,43.7,4.93,0.0,Medium,Low,1.6764
1530,Japan,coal,2016,4.84,0.03,5238.49,127745.0,154.16,3.76,462.41,High,Medium,239.7052
1531,Japan,natural_gas,2016,4.83,0.12,5238.49,127745.0,154.16,3.76,246.96,High,Medium,239.7052
1532,Japan,petroleum_n_other_liquids,2016,8.16,0.02,5238.49,127745.0,154.16,3.76,505.8,High,Medium,239.7052
1533,Japan,nuclear,2016,0.09,0.09,5238.49,127745.0,154.16,3.76,0.0,High,Low,239.7052
1534,Japan,renewables_n_other,2016,1.76,1.74,5238.49,127745.0,154.16,3.76,0.0,High,Low,239.7052
1535,Jordan,coal,2016,0.0,0.0,89.34,9554.0,41.65,4.45,0.54,Medium-high,Low,4.9008
1536,Jordan,natural_gas,2016,0.15,0.0,89.34,9554.0,41.65,4.45,4.55,Medium-high,Low,4.9008
1537,Jordan,petroleum_n_other_liquids,2016,0.23,0.0,89.34,9554.0,41.65,4.45,19.03,Medium-high,Low,4.9008
1538,Jordan,nuclear,2016,,,89.34,9554.0,41.65,4.45,0.0,Medium-high,Low,4.9008
1539,Jordan,renewables_n_other,2016,0.01,0.01,89.34,9554.0,41.65,4.45,0.0,Medium-high,Low,4.9008
1540,Kazakhstan,coal,2016,2.03,2.81,411.05,17831.0,189.15,8.21,196.76,High,Medium,53.184799999999996
1541,Kazakhstan,natural_gas,2016,0.54,0.86,411.05,17831.0,189.15,8.21,26.7,High,Low,53.184799999999996
1542,Kazakhstan,petroleum_n_other_liquids,2016,0.68,3.58,411.05,17831.0,189.15,8.21,41.72,High,Low,53.184799999999996
1543,Kazakhstan,nuclear,2016,,,411.05,17831.0,189.15,8.21,0.0,High,Low,53.184799999999996
1544,Kazakhstan,renewables_n_other,2016,0.13,0.11,411.05,17831.0,189.15,8.21,0.0,High,Low,53.184799999999996
1545,Kenya,coal,2016,0.01,0.0,183.8,49052.0,6.45,1.72,1.06,Medium-high,Low,3.4036
1546,Kenya,natural_gas,2016,0.0,0.0,183.8,49052.0,6.45,1.72,0.0,Medium-high,Low,3.4036
1547,Kenya,petroleum_n_other_liquids,2016,0.23,0.0,183.8,49052.0,6.45,1.72,15.54,Medium-high,Low,3.4036
1548,Kenya,nuclear,2016,,,183.8,49052.0,6.45,1.72,0.0,Medium-high,Low,3.4036
1549,Kenya,renewables_n_other,2016,0.07,0.07,183.8,49052.0,6.45,1.72,0.0,Medium-high,Low,3.4036
1550,Kiribati,coal,2016,0.0,0.0,0.21,113.0,8.55,4.51,0.0,Low,Low,0.013600000000000001
1551,Kiribati,natural_gas,2016,0.0,0.0,0.21,113.0,8.55,4.51,0.0,Low,Low,0.013600000000000001
1552,Kiribati,petroleum_n_other_liquids,2016,0.0,0.0,0.21,113.0,8.55,4.51,0.06,Low,Low,0.013600000000000001
1553,Kiribati,nuclear,2016,,,0.21,113.0,8.55,4.51,0.0,Low,Low,0.013600000000000001
1554,Kiribati,renewables_n_other,2016,0.0,0.0,0.21,113.0,8.55,4.51,0.0,Low,Low,0.013600000000000001
1555,Kosovo,coal,2016,0.07,0.07,17.83,1778.0,55.1,5.49,6.23,Medium,Low,1.5588
1556,Kosovo,natural_gas,2016,0.0,0.0,17.83,1778.0,55.1,5.49,0.0,Medium,Low,1.5588
